run_id,paper_experiment,model_scale,model_name,optimizer,optimizer_folder,optimizer_variant,optimizer_display_name,dion_rank_fraction,width_multiplier,ffn_hidden_dim,metric,bucket,site,value,err_low,err_high,n_layers_used,final_samples,final_steps,aggregation,frequency_bucket_reduction
160m_normuon_3x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,3,2304,hard_rank,global,post,424.02,195.59721161288337,652.4427883871166,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_4x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,4,3072,soft_rank,global,post,1449.778372448314,761.1561429889038,2138.400601907724,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_4x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,4,3072,hard_rank,global,post,336.21000000000004,21.960317972244525,650.4596820277555,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_5x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,5,3840,soft_rank,global,post,1786.8694977174832,992.7718902051956,2580.967105229771,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_5x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,5,3840,hard_rank,global,post,247.75,0.0,583.0242408111831,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_6x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,6,4608,soft_rank,global,post,1839.27728681268,935.3897265483323,2743.1648470770274,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_6x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,6,4608,hard_rank,global,post,193.07,0.0,614.7348362569567,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_7x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,7,5376,soft_rank,global,post,2092.1870701546472,1016.0676015004926,3168.3065388088016,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_7x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,7,5376,hard_rank,global,post,455.085,0.0,954.1101646862626,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_8x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,8,6144,soft_rank,global,post,2783.7246839957966,1590.8240044394533,3976.62536355214,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_8x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,8,6144,hard_rank,global,post,367.58,0.0,861.6862488695824,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
