paper_experiment,model_scale,model_name,optimizer,optimizer_folder,optimizer_variant,optimizer_display_name,bucket,step,trajectory_window,beta_hard,beta_soft,n_widths_hard,n_widths_soft,frequency_bucket_reduction
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,6200,3,0.2887293377016644,0.5646565763763245,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,6400,3,0.27144009682938647,0.5572041422640116,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,6600,3,0.2529045397718421,0.5571862091208197,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,6800,3,0.23873711686701937,0.5339296882899871,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,7000,3,0.15713413429196724,0.5426537798663064,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,7200,3,0.14617045426884884,0.5372272040027014,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,7400,3,0.15623316902931852,0.5376826533039953,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,7600,3,0.12874408686756425,0.5368437983719316,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,7800,3,0.14198363449899315,0.5380961687037367,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,8000,3,0.1458544700439587,0.532828003210118,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,8200,3,0.12571915298297762,0.5296151524270707,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,8400,3,0.11986080591616971,0.5282271833193468,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,8600,3,0.09727407860726675,0.5314766526292155,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,8800,3,0.12488444616096418,0.5284406540570246,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,9000,3,0.14421559149316335,0.48700016333976226,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,9200,3,0.1924120474642858,0.5172122255257847,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,9400,3,0.1836834004325365,0.5131859276863786,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,9600,3,0.1691936912456072,0.5229821255231019,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,9800,3,0.1777103208093727,0.5264399798410486,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,10000,3,0.19374620146464724,0.5464359047329393,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,10200,3,0.23918361846372094,0.5374770762739023,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,10400,3,0.22493186849291882,0.5408544518572096,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,10600,3,0.16812693929934489,0.5187427823088113,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,10800,3,0.09233971273919049,0.5135354780763909,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,11000,3,0.18296479534002655,0.5101691903054668,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,11200,3,0.20555793678632892,0.5273242800856529,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,11400,3,0.21505019019017724,0.5304759261874362,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,11600,3,0.20818523944974632,0.5306858595723306,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,11800,3,0.1563336257050884,0.528324245901856,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,12000,3,0.17503091910243299,0.5308324764585878,8,8,rank0_local
